experiment,scenario,model,method,nodes,edges,runtime_ms,runtime_ms_std,cost,latency,energy,partition,transmitted_node_count
single_pair_partition,standard_pair,alexnet,Only-Local,21,21,0.07643333333332929,0.028184668803296332,1.42914432,0.47638144,0.95276288,local-only,0
single_pair_partition,standard_pair,alexnet,Only-Server,21,21,0.04653333333356121,0.0031201851793750245,1.1896516645837054,0.6154329145837053,0.57421875,server-only,1
single_pair_partition,standard_pair,alexnet,ChainTopo,21,21,1.126866666666615,0.021643372093101833,0.2670652427390625,0.12864583516614583,0.13841940757291665,features_2,1
single_pair_partition,standard_pair,alexnet,GreedyCut,21,21,1.2158666666663247,0.046913561176073794,0.2670652427390625,0.12864583516614583,0.13841940757291665,features_2,1
single_pair_partition,standard_pair,alexnet,MinCut,21,21,36.38450000000019,50.584656004167975,0.2670652427390625,0.12864583516614583,0.13841940757291665,features_2,1
single_pair_partition,standard_pair,tiny_yolov2,Only-Local,30,30,0.04863333333323302,0.008352378237194933,6.991116287999997,2.330372095999999,4.660744191999998,local-only,0
single_pair_partition,standard_pair,tiny_yolov2,Only-Server,30,30,0.03403333333344231,0.0011953614047813933,4.1687422276307755,2.1882734776307755,1.98046875,server-only,1
single_pair_partition,standard_pair,tiny_yolov2,ChainTopo,30,30,1.2393666666665009,0.039299392135350934,1.4146597150022044,0.7093961820022043,0.705263533,features_7,1
single_pair_partition,standard_pair,tiny_yolov2,GreedyCut,30,30,1.3851666666665114,0.01877344460156468,1.4146597150022044,0.7093961820022043,0.705263533,features_7,1
single_pair_partition,standard_pair,tiny_yolov2,MinCut,30,30,1.7081999999997894,0.03839591992220119,1.4146597150022044,0.7093961820022043,0.705263533,features_7,1
single_pair_partition,standard_pair,googlenet,Only-Local,196,223,0.2667333333334909,0.04193728121288568,3.0074665280000015,1.0024888426666672,2.0049776853333343,local-only,0
single_pair_partition,standard_pair,googlenet,Only-Server,196,223,0.1555000000005672,0.003556215217116479,1.2347465848122767,0.6605278348122768,0.57421875,server-only,1
single_pair_partition,standard_pair,googlenet,ChainTopo,196,223,44.28793333333362,0.4667720809514404,0.7005505000122768,0.3503204846789435,0.3502300153333333,maxpool1,1
single_pair_partition,standard_pair,googlenet,GreedyCut,196,223,112.47473333333306,2.3919136346349497,0.7005505000122768,0.3503204846789435,0.3502300153333333,maxpool1,1
single_pair_partition,standard_pair,googlenet,MinCut,196,223,6.789699999999972,0.07863027406797841,0.7005505000122768,0.3503204846789435,0.3502300153333333,maxpool1,1
single_pair_partition,standard_pair,densenet121,Only-Local,430,965,0.5885666666690289,0.03364177297686211,5.716228864000003,1.9054096213333342,3.8108192426666685,local-only,0
single_pair_partition,standard_pair,densenet121,Only-Server,430,965,0.38646666666863894,0.005478645415002923,1.312139794412277,0.7379210444122769,0.57421875,server-only,1
single_pair_partition,standard_pair,densenet121,ChainTopo,430,965,299.0507999999987,1.6598445770607,0.7787235880122769,0.42795836201227694,0.350765226,features_pool0,1
single_pair_partition,standard_pair,densenet121,GreedyCut,430,965,334.43586666666886,0.8089926300984228,0.7787235880122769,0.4279583620122769,0.350765226,features_pool0,1
single_pair_partition,standard_pair,densenet121,MinCut,430,965,23.049033333331675,0.2144145569301653,0.7787235880122769,0.42795836201227694,0.350765226,features_pool0,1
single_pair_partition,standard_pair,resnet101,Only-Local,344,377,0.4875333333321426,0.13608140537233362,15.659635200000032,5.2198784000000105,10.439756800000021,local-only,0
single_pair_partition,standard_pair,resnet101,Only-Server,344,377,0.2798666666592453,0.004553631030411588,1.596237118297991,1.022018368297991,0.57421875,server-only,1
single_pair_partition,standard_pair,resnet101,ChainTopo,344,377,127.88986666666347,0.5876246099444481,1.062820911897991,0.7120556858979911,0.350765226,maxpool,1
single_pair_partition,standard_pair,resnet101,GreedyCut,344,377,157.28779999998702,1.451618492123262,1.062820911897991,0.712055685897991,0.350765226,maxpool,1
single_pair_partition,standard_pair,resnet101,MinCut,344,377,18.673233333326305,0.19469676136876293,1.062820911897991,0.7120556858979911,0.350765226,maxpool,1
single_pair_topology_stress,googlenet_pair_stress,googlenet,Only-Local,196,223,0.2909333333320774,0.10389434805562904,9.022399584000002,3.0074665280000006,6.014933056000001,local-only,0
single_pair_topology_stress,googlenet_pair_stress,googlenet,Only-Server,196,223,0.19090000000687724,0.021946449975296104,23.570624775326564,12.086249775326563,11.484375,server-only,1
single_pair_topology_stress,googlenet_pair_stress,googlenet,ChainTopo,196,223,48.13563333333567,1.7726983900933548,8.925184589726562,4.620588293726562,4.304596296,maxpool1,1
single_pair_topology_stress,googlenet_pair_stress,googlenet,GreedyCut,196,223,151.06020000000817,19.607021498085146,8.925184589726562,4.620588293726562,4.304596296,maxpool1,1
single_pair_topology_stress,googlenet_pair_stress,googlenet,MinCut,196,223,65.64443333333732,6.366942470979897,8.412309731076563,3.4230272292015624,4.989282501875,"inception4a_branch1_conv,inception4a_branch2_0_conv,inception4a_branch3_0_conv,inception4a_branch4_1_conv",4
