experiment,scenario,bandwidth_mb_s,beta,compression_ratio,method,repeat_count,total_cost,total_cost_std,total_latency,total_latency_std,total_energy,total_energy_std
main_comparison,mixed5,1.0,1.0,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
main_comparison,mixed5,1.0,1.0,4.0,Only-Server,1,9.39382304848681,0.0,5.11647929848681,0.0,4.27734375,0.0
main_comparison,mixed5,1.0,1.0,4.0,MinCut+BMatch,1,3.7243663805841583,0.0,2.0948246635568557,0.0,1.629541717027303,0.0
main_comparison,mixed5,1.0,1.0,4.0,MinCut+RMatch,30,3.9095873666497853,0.0962512341324462,2.280045649622483,0.09625123413244617,1.629541717027303,0.0
main_comparison,mixed5,1.0,1.0,4.0,Rpartition+RMatch,30,13.479746950171993,2.447591920895975,5.2676804223019635,0.8675247434528769,8.21206652787003,1.7802389892930488
bandwidth_sensitivity,mixed5,0.5,1.0,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
bandwidth_sensitivity,mixed5,0.5,1.0,4.0,Only-Server,1,17.94851054848681,0.0,9.39382304848681,0.0,8.5546875,0.0
bandwidth_sensitivity,mixed5,0.5,1.0,4.0,MinCut+BMatch,1,5.285071841329992,0.0,2.8368505373964394,0.0,2.448221303933553,0.0
bandwidth_sensitivity,mixed5,0.5,1.0,4.0,MinCut+RMatch,30,5.424622270247163,0.09430039083824024,2.9764009663136104,0.09430039083824018,2.448221303933553,0.0
bandwidth_sensitivity,mixed5,0.5,1.0,4.0,Rpartition+RMatch,30,15.573159631484858,2.6489357435981438,6.414650815177328,1.1957289696736488,9.15850881630753,1.658735493981256
bandwidth_sensitivity,mixed5,1.0,1.0,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
bandwidth_sensitivity,mixed5,1.0,1.0,4.0,Only-Server,1,9.39382304848681,0.0,5.11647929848681,0.0,4.27734375,0.0
bandwidth_sensitivity,mixed5,1.0,1.0,4.0,MinCut+BMatch,1,3.7243663805841583,0.0,2.0948246635568557,0.0,1.629541717027303,0.0
bandwidth_sensitivity,mixed5,1.0,1.0,4.0,MinCut+RMatch,30,3.9078009373700744,0.12076715127780033,2.278259220342772,0.12076715127780044,1.629541717027303,0.0
bandwidth_sensitivity,mixed5,1.0,1.0,4.0,Rpartition+RMatch,30,12.472339868073613,2.0011746766633887,4.9860471853012545,0.8129546409660414,7.486292682772359,1.4014888192460904
bandwidth_sensitivity,mixed5,2.0,1.0,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
bandwidth_sensitivity,mixed5,2.0,1.0,4.0,Only-Server,1,5.11647929848681,0.0,2.9778074234868104,0.0,2.138671875,0.0
bandwidth_sensitivity,mixed5,2.0,1.0,4.0,MinCut+BMatch,1,2.7813950902112414,0.0,1.6617819666370641,0.0,1.1196131235741777,0.0
bandwidth_sensitivity,mixed5,2.0,1.0,4.0,MinCut+RMatch,30,2.918355370086335,0.08997720197563495,1.7987422465121574,0.0899772019756349,1.1196131235741777,0.0
bandwidth_sensitivity,mixed5,2.0,1.0,4.0,Rpartition+RMatch,30,11.460303541595685,2.452675267476029,4.4719256416847495,0.7064404684992988,6.988377899910937,1.7949784051037638
bandwidth_sensitivity,mixed5,3.0,1.0,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
bandwidth_sensitivity,mixed5,3.0,1.0,4.0,Only-Server,1,3.6906980484868104,0.0,2.2649167984868104,0.0,1.42578125,0.0
bandwidth_sensitivity,mixed5,3.0,1.0,4.0,MinCut+BMatch,1,2.3589670103758253,0.0,1.489243058452689,0.0,0.8697239519231361,0.0
bandwidth_sensitivity,mixed5,3.0,1.0,4.0,MinCut+RMatch,30,2.54535995027112,0.10226557829539638,1.675635998347984,0.10226557829539636,0.8697239519231361,0.0
bandwidth_sensitivity,mixed5,3.0,1.0,4.0,Rpartition+RMatch,30,11.216578687801666,2.1735108013254107,4.141485195082083,0.657848195507339,7.075093492719583,1.5678905195954453
bandwidth_sensitivity,mixed5,4.0,1.0,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
bandwidth_sensitivity,mixed5,4.0,1.0,4.0,Only-Server,1,2.9778074234868104,0.0,1.9084714859868097,0.0,1.0693359375,0.0
bandwidth_sensitivity,mixed5,4.0,1.0,4.0,MinCut+BMatch,1,2.1458220722247834,0.0,1.3826705893771682,0.0,0.7631514828476151,0.0
bandwidth_sensitivity,mixed5,4.0,1.0,4.0,MinCut+RMatch,30,2.316533646289371,0.09012796184877912,1.5533821634417562,0.09012796184877915,0.7631514828476151,0.0
bandwidth_sensitivity,mixed5,4.0,1.0,4.0,Rpartition+RMatch,30,11.174628977363225,2.2775432971100935,4.085476682943305,0.7678389428523165,7.089152294419919,1.558361308499359
bandwidth_sensitivity,mixed5,5.0,1.0,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
bandwidth_sensitivity,mixed5,5.0,1.0,4.0,Only-Server,1,2.55007304848681,0.0,1.69460429848681,0.0,0.8554687500000001,0.0
bandwidth_sensitivity,mixed5,5.0,1.0,4.0,MinCut+BMatch,1,2.0179351093341586,0.0,1.3187271079318559,0.0,0.6992080014023027,0.0
bandwidth_sensitivity,mixed5,5.0,1.0,4.0,MinCut+RMatch,30,2.163045204560998,0.09624183219921002,1.463837203158695,0.09624183219921001,0.6992080014023027,0.0
bandwidth_sensitivity,mixed5,5.0,1.0,4.0,Rpartition+RMatch,30,11.100908394779562,2.283843903237758,4.103965985713936,0.7246499813894711,6.9969424090656265,1.606742848114743
beta_sensitivity,mixed5,1.0,0,4.0,Only-Local,1,6.349615057660151,0.0,6.349615057660151,0.0,12.498841947139855,0.0
beta_sensitivity,mixed5,1.0,0,4.0,Only-Server,1,5.11647929848681,0.0,5.11647929848681,0.0,4.27734375,0.0
beta_sensitivity,mixed5,1.0,0,4.0,MinCut+BMatch,1,2.0948246635568557,0.0,2.0948246635568557,0.0,1.629541717027303,0.0
beta_sensitivity,mixed5,1.0,0,4.0,MinCut+RMatch,30,2.2937661821887168,0.10685089871578472,2.2937661821887168,0.10685089871578472,1.629541717027303,0.0
beta_sensitivity,mixed5,1.0,0,4.0,Rpartition+RMatch,30,5.268393239399573,0.9016998904346087,5.268393239399573,0.9016998904346087,8.121819603090819,1.7317532275122887
beta_sensitivity,mixed5,1.0,0.5,4.0,Only-Local,1,12.599036031230078,0.0,6.349615057660151,0.0,12.498841947139855,0.0
beta_sensitivity,mixed5,1.0,0.5,4.0,Only-Server,1,7.255151173486811,0.0,5.11647929848681,0.0,4.27734375,0.0
beta_sensitivity,mixed5,1.0,0.5,4.0,MinCut+BMatch,1,2.909595522070507,0.0,2.0948246635568557,0.0,1.629541717027303,0.0
beta_sensitivity,mixed5,1.0,0.5,4.0,MinCut+RMatch,30,3.086293736584388,0.09785721016183288,2.2715228780707366,0.09785721016183287,1.629541717027303,0.0
beta_sensitivity,mixed5,1.0,0.5,4.0,Rpartition+RMatch,30,8.782035295948512,1.527768282530096,4.966114564512746,0.8487584191463947,7.631841462871534,1.5153425946967387
beta_sensitivity,mixed5,1.0,1,4.0,Only-Local,1,18.848457004800007,0.0,6.349615057660151,0.0,12.498841947139855,0.0
beta_sensitivity,mixed5,1.0,1,4.0,Only-Server,1,9.39382304848681,0.0,5.11647929848681,0.0,4.27734375,0.0
beta_sensitivity,mixed5,1.0,1,4.0,MinCut+BMatch,1,3.7243663805841583,0.0,2.0948246635568557,0.0,1.629541717027303,0.0
beta_sensitivity,mixed5,1.0,1,4.0,MinCut+RMatch,30,3.865536924799338,0.10726143646970103,2.2359952077720355,0.107261436469701,1.629541717027303,0.0
beta_sensitivity,mixed5,1.0,1,4.0,Rpartition+RMatch,30,13.725300983969342,2.1476078620578956,5.370133964728326,0.8524270495523678,8.355167019241017,1.4606544607818985
beta_sensitivity,mixed5,1.0,2,4.0,Only-Local,1,31.34729895193986,0.0,6.349615057660151,0.0,12.498841947139855,0.0
beta_sensitivity,mixed5,1.0,2,4.0,Only-Server,1,13.671166798486809,0.0,5.11647929848681,0.0,4.27734375,0.0
beta_sensitivity,mixed5,1.0,2,4.0,MinCut+BMatch,1,5.324195469644794,0.0,2.136177718590189,0.0,1.5940088755273027,0.0
beta_sensitivity,mixed5,1.0,2,4.0,MinCut+RMatch,30,5.529827779951288,0.11619009678166066,2.341810028896682,0.11619009678166071,1.5940088755273027,0.0
beta_sensitivity,mixed5,1.0,2,4.0,Rpartition+RMatch,30,21.73253575123678,3.390646808995847,5.3227965385434,0.8166292800253673,8.204869606346689,1.3986635177783457
beta_sensitivity,mixed5,1.0,4,4.0,Only-Local,1,56.344982846219565,0.0,6.349615057660151,0.0,12.498841947139855,0.0
beta_sensitivity,mixed5,1.0,4,4.0,Only-Server,1,22.225854298486812,0.0,5.11647929848681,0.0,4.27734375,0.0
