experiment,scenario,slot,method,compression_ratio,active_md_count,bandwidth_up_mb_s,bandwidth_down_mb_s,total_cost,total_latency,total_energy,avg_task_queue_wait,avg_queue_backlog,max_queue_backlog,mean_external_load
online_extension,online_bandwidth_trace,7,Online Only-Server,4.0,5,4.0,10.0,3.5115042234868152,2.442168285986815,1.0693359375,0.10673936000000099,0.10673936000000099,0.533696800000005,0.0
online_extension,online_bandwidth_trace,7,Static MinCut+BMatch,4.0,5,4.0,10.0,2.805836362258121,1.923421114660506,0.8824152475976151,0.09976740480000088,0.09976740480000088,0.4988370240000044,0.0
online_extension,online_bandwidth_trace,7,Online MinCut+BMatch,4.0,5,4.0,10.0,2.644659096224788,1.8815076133771729,0.763151482847615,0.09976740480000088,0.09976740480000088,0.4988370240000044,0.0
online_extension,online_bandwidth_trace,8,Online Only-Local,4.0,5,4.0,10.0,18.848457004800004,6.349615057660151,12.498841947139852,0.0,0.0,0.0,0.0
online_extension,online_bandwidth_trace,8,Online Only-Server,4.0,5,4.0,10.0,3.587746623486816,2.5184106859868156,1.0693359375,0.12198784000000114,0.12198784000000114,0.6099392000000057,0.0
online_extension,online_bandwidth_trace,8,Static MinCut+BMatch,4.0,5,4.0,10.0,2.8770987942581217,1.9946835466605066,0.8824152475976151,0.114019891200001,0.114019891200001,0.570099456000005,0.0
online_extension,online_bandwidth_trace,8,Online MinCut+BMatch,4.0,5,4.0,10.0,2.715921528224788,1.9527700453771735,0.763151482847615,0.114019891200001,0.114019891200001,0.570099456000005,0.0
online_extension,online_burst_load,0,Online Only-Local,4.0,3,1.0,10.0,9.726488492799998,3.8846282815999995,5.841860211199998,0.0,0.0,0.0,0.0
online_extension,online_burst_load,0,Online Only-Server,4.0,3,1.0,10.0,6.5283016014839,3.399395351483901,3.12890625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,0,Static MinCut+BMatch,4.0,3,1.0,10.0,2.1951502073059244,1.1042453122996747,1.09090489500625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,0,Online MinCut+BMatch,4.0,3,1.0,10.0,2.1951502073059244,1.1042453122996747,1.09090489500625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,1,Online Only-Local,4.0,3,1.0,10.0,9.726488492799998,3.8846282815999995,5.841860211199998,0.0,0.0,0.0,0.0
online_extension,online_burst_load,1,Online Only-Server,4.0,3,1.0,10.0,6.5283016014839,3.399395351483901,3.12890625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,1,Static MinCut+BMatch,4.0,3,1.0,10.0,2.1951502073059244,1.1042453122996747,1.09090489500625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,1,Online MinCut+BMatch,4.0,3,1.0,10.0,2.1951502073059244,1.1042453122996747,1.09090489500625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,2,Online Only-Local,4.0,3,1.0,10.0,9.726488492799998,3.8846282815999995,5.841860211199998,0.0,0.0,0.0,0.0
online_extension,online_burst_load,2,Online Only-Server,4.0,3,1.0,10.0,6.5283016014839,3.399395351483901,3.12890625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,2,Static MinCut+BMatch,4.0,3,1.0,10.0,2.1951502073059244,1.1042453122996747,1.09090489500625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,2,Online MinCut+BMatch,4.0,3,1.0,10.0,2.1951502073059244,1.1042453122996747,1.09090489500625,0.0,0.0,0.0,0.0
online_extension,online_burst_load,3,Online Only-Local,4.0,5,1.0,10.0,18.848457004800004,6.349615057660151,12.498841947139852,0.0,0.0,0.0,0.5
online_extension,online_burst_load,3,Online Only-Server,4.0,5,1.0,10.0,9.591513590935296,5.314169840935295,4.27734375,0.0,0.0,0.0,0.5
online_extension,online_burst_load,3,Static MinCut+BMatch,4.0,5,1.0,10.0,3.904509791493249,2.2749680744659466,1.6295417170273025,0.0,0.0,0.0,0.5
online_extension,online_burst_load,3,Online MinCut+BMatch,4.0,5,1.0,10.0,3.904509791493249,2.2749680744659466,1.6295417170273025,0.0,0.0,0.0,0.5
online_extension,online_burst_load,4,Online Only-Local,4.0,5,1.0,10.0,18.848457004800004,6.349615057660151,12.498841947139852,0.0,0.0,0.0,0.5
online_extension,online_burst_load,4,Online Only-Server,4.0,5,1.0,10.0,9.667755990935296,5.390412240935296,4.27734375,0.015248480000000142,0.015248480000000142,0.07624240000000071,0.5
online_extension,online_burst_load,4,Static MinCut+BMatch,4.0,5,1.0,10.0,3.9757722234932498,2.3462305064659477,1.6295417170273025,0.01425248640000013,0.01425248640000013,0.07126243200000065,0.5
online_extension,online_burst_load,4,Online MinCut+BMatch,4.0,5,1.0,10.0,3.9757722234932498,2.3462305064659477,1.6295417170273025,0.01425248640000013,0.01425248640000013,0.07126243200000065,0.5
online_extension,online_burst_load,5,Online Only-Local,4.0,5,1.0,10.0,18.848457004800004,6.349615057660151,12.498841947139852,0.0,0.0,0.0,0.5
online_extension,online_burst_load,5,Online Only-Server,4.0,5,1.0,10.0,9.743998390935296,5.466654640935296,4.27734375,0.030496960000000285,0.030496960000000285,0.15248480000000142,0.5
online_extension,online_burst_load,5,Static MinCut+BMatch,4.0,5,1.0,10.0,4.047034655493251,2.4174929384659483,1.6295417170273025,0.02850497280000026,0.02850497280000026,0.1425248640000013,0.5
online_extension,online_burst_load,5,Online MinCut+BMatch,4.0,5,1.0,10.0,4.047034655493251,2.4174929384659483,1.6295417170273025,0.02850497280000026,0.02850497280000026,0.1425248640000013,0.5
online_extension,online_burst_load,6,Online Only-Local,4.0,3,1.0,10.0,10.926448428800006,3.066480081660152,7.859968347139853,0.0,0.0,0.0,0.1
online_extension,online_burst_load,6,Online Only-Server,4.0,3,1.0,10.0,4.101517498132069,2.3788612481320692,1.72265625,0.0,0.04574544000000043,0.22872720000000213,0.1
