md,model,server_slot,method,partition,cost,latency,energy,local_time,upload_time,wait_time,server_time,down_time
0,alexnet,3,random-partition,features_0,0.49424478503906255,0.2604196773828125,0.23382510765625,0.0351384,0.18463134765625,0.0,0.040268460000000006,0.0003814697265625
1,vgg19,2,random-partition,features_14,31.331180761409104,11.881618993409102,19.449561768000002,10.379964871111111,0.765625,0.0,0.7356476525714284,0.0003814697265625
2,googlenet,1,random-partition,cat_5,2.858668841039062,1.0011852333828124,1.8574836076562498,0.8793948799999999,0.09869384765625,0.0,0.022715036,0.0003814697265625
3,densenet121,0,random-partition,"features_transition3_pool,features_denseblock4_denselayer1_conv2,features_denseblock4_denselayer2_conv2,features_denseblock4_denselayer3_conv2,features_denseblock4_denselayer4_conv2,features_denseblock4_denselayer5_conv2,features_denseblock4_denselayer6_conv2,features_denseblock4_denselayer7_conv2,features_denseblock4_denselayer8_conv2,features_denseblock4_denselayer9_conv2,features_denseblock4_denselayer10_conv2,features_denseblock4_denselayer11_conv2,features_denseblock4_denselayer12_norm1",8.3652853215277,2.647414305808949,5.7178710157187504,2.5623279563636365,0.08074951171875,0.0,0.003955368,0.0003814697265625
4,resnet101,4,random-partition,"layer2_2_relu_2,layer2_3_bn1",8.769166604171009,2.896392291171007,5.872774313000001,2.07471488,0.478515625,0.0,0.34278031644444446,0.0003814697265625
