md,model,server_slot,method,partition,cost,latency,energy,local_time,upload_time,wait_time,server_time,down_time
0,alexnet,0,server-only,server-only,1.2202761857265625,0.6460574357265625,0.57421875,0,0.57421875,0.0,0.07145721600000002,0.0003814697265625
1,vgg19,4,server-only,server-only,2.2399876097265627,1.6657688597265625,0.57421875,0,0.57421875,0.0,1.09116864,0.0003814697265625
2,googlenet,1,server-only,server-only,1.2741300750598958,0.6999113250598958,0.57421875,0,0.57421875,0.0,0.12531110533333334,0.0003814697265625
3,densenet121,2,server-only,server-only,1.3529700005837053,0.7787512505837053,0.57421875,0,0.57421875,0.0,0.20415103085714276,0.0003814697265625
4,resnet101,3,server-only,server-only,1.6381825697265624,1.0639638197265624,0.57421875,0,0.57421875,0.0,0.48936359999999984,0.0003814697265625
