md_count,es_slots,matrix_pairs,matrix_build_ms,hungarian_ms,total_runtime_ms,total_cost
5,5,25,369.1155000000208,0.06999999999379725,369.1855000000146,5.25050938474355
10,10,100,1891.6492000000176,0.15829999995276012,1891.8074999999703,8.944144651383086
10,20,200,3713.9375999999515,0.16979999998056883,3714.107399999932,8.63862354047697
20,20,400,7737.727399999983,0.25870000001759763,7737.986100000001,17.888289302766175
20,50,1000,22473.066500000015,0.5466000000069471,22473.613100000024,17.20979671864453
50,50,2500,51709.20139999998,0.9671000000253116,51710.16850000001,44.72072325691543
