experiment,scenario,model,bandwidth_mb_s,beta,compression_ratio,method,md_gflops,es_gflops,local_power_w,upload_power_w,cost,latency,energy,local_time,upload_time,wait_time,server_time,down_time,partition,transmitted_node_count,local_node_count,cloud_node_count,runtime_ms,runtime_ms_std
single_pair_partition,standard_pair,alexnet,1.0,1.0,4.0,Only-Local,3.0,35.0,2.0,1.0,1.4291443199999998,0.47638143999999993,0.9527628799999999,0.47638143999999993,0,0.0,0,0.0,local-only,0,21,0,0.05660000000003625,0.01384124271825308
single_pair_partition,standard_pair,alexnet,1.0,1.0,4.0,Only-Server,3.0,35.0,2.0,1.0,1.1896516645837054,0.6154329145837054,0.57421875,0,0.57421875,0.0,0.040832694857142866,0.0003814697265625,server-only,1,0,21,0.051899999999586534,0.003073543015231316
single_pair_partition,standard_pair,alexnet,1.0,1.0,4.0,ChainTopo,3.0,35.0,2.0,1.0,0.2670652427390625,0.12864583516614583,0.13841940757291665,0.04696238933333333,0.04449462890625,0.0,0.03680734720000001,0.0003814697265625,features_2,1,3,18,1.1272666666671445,0.14852798464308936
single_pair_partition,standard_pair,alexnet,1.0,1.0,4.0,GreedyCut,3.0,35.0,2.0,1.0,0.2670652427390625,0.12864583516614583,0.13841940757291665,0.04696238933333333,0.04449462890625,0.0,0.0368073472,0.0003814697265625,features_2,1,3,18,0.9754666666671833,0.044469789995482865
single_pair_partition,standard_pair,alexnet,1.0,1.0,4.0,MinCut,3.0,35.0,2.0,1.0,0.2670652427390625,0.12864583516614583,0.13841940757291665,0.04696238933333333,0.04449462890625,0.0,0.03680734720000001,0.0003814697265625,features_2,1,3,18,0.846199999999205,0.21433358735082014
single_pair_partition,standard_pair,vgg19,1.0,1.0,4.0,Only-Local,3.0,35.0,2.0,1.0,39.28207104,13.09402368,26.18804736,13.09402368,0,0.0,0,0.0,local-only,0,45,0,0.07886666666697313,0.018638371411780274
single_pair_partition,standard_pair,vgg19,1.0,1.0,4.0,Only-Server,3.0,35.0,2.0,1.0,2.271163856583706,1.6969451065837058,0.57421875,0,0.57421875,0.0,1.1223448868571433,0.0003814697265625,server-only,1,0,45,0.06250000000029843,0.004572380852964151
single_pair_partition,standard_pair,vgg19,1.0,1.0,4.0,ChainTopo,3.0,35.0,2.0,1.0,2.271163856583706,1.6969451065837058,0.57421875,0,0.57421875,0.0,1.1223448868571433,0.0003814697265625,server-only,1,0,45,4.198666666666758,0.49441797657079367
single_pair_partition,standard_pair,vgg19,1.0,1.0,4.0,GreedyCut,3.0,35.0,2.0,1.0,2.271163856583706,1.6969451065837058,0.57421875,0,0.57421875,0.0,1.1223448868571433,0.0003814697265625,server-only,1,0,45,4.033833333333921,0.4222799729511348
single_pair_partition,standard_pair,vgg19,1.0,1.0,4.0,MinCut,3.0,35.0,2.0,1.0,2.271163856583706,1.6969451065837058,0.57421875,0,0.57421875,0.0,1.1223448868571433,0.0003814697265625,server-only,1,0,45,1.6606666666666807,0.11694127681181245
single_pair_partition,standard_pair,googlenet,1.0,1.0,4.0,Only-Local,3.0,35.0,2.0,1.0,3.007466528,1.0024888426666667,2.0049776853333334,1.0024888426666667,0,0.0,0,0.0,local-only,0,196,0,0.32153333333380846,0.05879967875968281
single_pair_partition,standard_pair,googlenet,1.0,1.0,4.0,Only-Server,3.0,35.0,2.0,1.0,1.2347465848122767,0.6605278348122767,0.57421875,0,0.57421875,0.0,0.08592761508571427,0.0003814697265625,server-only,1,0,196,0.2254666666671549,0.02616120962137049
single_pair_partition,standard_pair,googlenet,1.0,1.0,4.0,ChainTopo,3.0,35.0,2.0,1.0,0.7005505000122767,0.35032048467894344,0.3502300153333333,0.07941188266666667,0.19140625,0.0,0.07912088228571428,0.0003814697265625,maxpool1,1,4,192,62.944399999999824,2.3613822576335823
single_pair_partition,standard_pair,googlenet,1.0,1.0,4.0,GreedyCut,3.0,35.0,2.0,1.0,0.7005505000122767,0.35032048467894344,0.3502300153333333,0.07941188266666667,0.19140625,0.0,0.07912088228571428,0.0003814697265625,maxpool1,1,4,192,153.39699999999942,4.616676887834762
single_pair_partition,standard_pair,googlenet,1.0,1.0,4.0,MinCut,3.0,35.0,2.0,1.0,0.7005505000122767,0.35032048467894344,0.3502300153333333,0.07941188266666667,0.19140625,0.0,0.07912088228571428,0.0003814697265625,maxpool1,1,4,192,9.664900000000642,0.7967022195687856
