experiment,scenario,method,compression_ratio,slots,avg_active_md_count,avg_total_cost,std_total_cost,avg_total_latency,avg_total_energy,avg_task_queue_wait,avg_queue_backlog,max_queue_backlog,policy_switch_rate
online_extension,online_bandwidth_trace,Online Only-Local,4.0,9,5.0,108.73390990898702,0.0,35.64031191584416,73.09359799314285,0.0,0.0,0.0,0.0
online_extension,online_bandwidth_trace,Online Only-Server,4.0,9,5.0,18.268378525823287,9.601016487632911,12.286933213323287,5.9814453125,0.8644257919999998,0.8644257919999998,6.729349120000001,0.0
online_extension,online_bandwidth_trace,Static MinCut+BMatch,4.0,9,5.0,13.53305968160539,4.313880009604367,9.791741078584035,3.741318603021354,0.8644257919999998,0.8644257919999998,6.729349120000001,0.0
online_extension,online_bandwidth_trace,Online MinCut+BMatch,4.0,9,5.0,10.815781596009607,3.5599235044414885,7.3209166263061345,3.4948649697034724,0.43668571804444484,0.794794788977778,3.3921525279999987,0.55
online_extension,online_burst_load,Online Only-Local,4.0,9,3.6666666666666665,73.56336846122944,25.980714205690433,24.118239673419914,49.44512878780952,0.0,0.0,0.0,0.0
online_extension,online_burst_load,Online Only-Server,4.0,9,3.6666666666666665,7.204541821155067,2.892484788921911,5.099073071155067,2.10546875,0.3388929314878306,0.6115051177142856,2.86467456,0.435
online_extension,online_burst_load,Static MinCut+BMatch,4.0,9,3.6666666666666665,7.409055264047865,2.4871903294506215,5.928605790243697,1.480449473804167,0.9823682731259258,0.6853294494222222,5.4037116586666665,0.17
online_extension,online_burst_load,Online MinCut+BMatch,4.0,9,3.6666666666666665,5.857971233773998,2.266787434788083,4.242056635205248,1.61591459856875,0.3826246741375664,0.6536942565968256,1.9370230879999992,0.595
online_extension,online_composite_nonstationary,Online Only-Local,4.0,9,4.0,93.93184974122944,20.329953836670285,31.392697273419916,62.53915246780953,0.0,0.0,0.0,0.0
online_extension,online_composite_nonstationary,Online Only-Server,4.0,9,4.0,12.57940534703133,4.640323201304442,8.55987409703133,4.01953125,0.5537939643809523,0.738439933670603,3.400784959999998,0.36
online_extension,online_composite_nonstationary,Static MinCut+BMatch,4.0,9,4.0,10.220606684074973,0.9401744509288515,7.855153957729139,2.365452726345833,0.9202662389841268,0.7658923238095238,6.729349120000001,0.065
online_extension,online_composite_nonstationary,Online MinCut+BMatch,4.0,9,4.0,8.920000625665965,0.9447798530388186,6.489807951222214,2.43019267444375,0.5051863099644446,0.7446005743817142,2.8964814559999983,0.555
